#This annotation file adds bars which indicate the length of the viral genome.

DATASET_SIMPLEBAR

SEPARATOR TAB

DATASET_LABEL	Genome Length (KB)
KX160206	30.745
KX160205	35.8
KX160204	34.067
JX290549	43.827
KF156340	170.438
JQ067084	57.899
KX552041	149.813
KX664695	149.312
KY250482	58.2
KY385423	44.094
KY363359	32.296
KY349816	37.03
KY006853	65.675
LT714109	40.525
KY030782	128.375
AP012540	55.023
AP012539	57.849
AP012538	58.538
AP012537	58.326
AP012536	57.034
AP012535	56.224
AP012534	63.552
AP012533	62.274
AP012532	64.9
AP012531	63.253
AP012530	59.872
AP012529	63.369
AB008550	35.58
KX232515	43.922
KX532239	135.502
KY014601	59.024
KX660669	40.551
KT454806	88.698
KT454805	90.743
KX130960	46.717
KY420199	39.558
KX853514	16.739
KX853513	41.271
EU078592	42.925
KX431888	39.215
KX449361	39.167
KX449362	39.092
KX449363	39.136
KY117485	44.793
KY379853	41.854
KY316062	42.042
KY303907	58.984
KY290756	43.121
KX845404	123.49
KX557285	66.611
KX987127	81.291
HF569092	38.253
HF569091	41.143
HF569090	38.208
HF569089	41.142
HF569088	38.253
KU510289	44.885
KX879643	33.507
KX879642	30.077
KX879641	35.129
KJ802832	52.869
KY203335	46.335
KY206887	50.401
KY245950	10.823
KY245949	16.127
KX879602	38.989
KX879601	36.022
KY038360	24.435
KY045851	35.209
KT264835	4.492
KT264834	4.975
KT264833	4.826
KT264832	5.682
KT264831	4.88
KT264830	5.007
KT264829	4.883
KT264828	5.06
KT264827	5.111
KT264826	5.1
KT264825	5.003
KT264824	4.879
KT264823	5.008
KT264822	4.811
KT264821	5.583
KT264820	5.596
KT264819	4.913
KT264818	5.015
KT264817	5.077
KT264816	5.077
KT264815	4.631
KT264814	4.832
KT264813	4.783
KT264812	4.672
KT264811	4.383
KT264810	4.862
KT264809	4.876
KT264808	4.812
KT264807	4.957
KT264806	5.053
KT264805	5.657
KT264804	4.785
KT264803	5.121
KT264802	5.065
KT264801	5.564
KT264800	5.562
KT264799	5.179
KT264798	5.477
KT264797	5.326
KT264796	5.417
KT264795	5.338
KT264794	5.267
KT264793	5.83
KT264792	5.73
KT264791	6.028
KT264790	5.895
KT264789	5.548
KT264788	5.672
KT264787	5.209
KT264786	5.804
KT264785	5.767
KT264784	5.56
KT264783	4.623
KT264782	4.71
KT264781	4.268
KT264780	4.651
KT264779	4.85
KT264778	5.109
KT264777	5.109
KT264776	5.33
KT264775	4.71
KT264774	5.051
KT264773	5.379
KT264772	5.147
KT264771	5.149
KT264770	5.482
KT264769	4.821
KT264768	5.14
KT264767	4.833
KT264766	4.847
KT264765	5.013
KT264764	5.515
KT264763	5.506
KT264762	5.205
KT264761	5.301
KT264760	5.215
KT264759	5.293
KT264758	4.824
KT264757	4.936
KT264756	5.05
KT264755	5.389
KT264754	5.208
KT264753	5.133
KT264752	5.111
KT264751	5.131
KT264750	5.065
KT264749	5.242
LT608331	37.033
KT919973	250.485
KT919972	248.605
KU230356	139.1
AP017925	276.958
AP017924	279.845
KU517658	38.039
HE956710	42.406
KU057941	41.619
CP013282	14.961
KX268652	40.749
KU197014	49.241
KU197013	44.862
KX228400	50.605
KX228399	49.822
KU238070	62.822
KU238069	62.331
KU238068	62.535
KU238067	61.58
HE956707	42.085
KY006474	68.398
KY000085	18.018
KY000084	18.023
KY000083	91.212
KY000082	66.182
KY000081	42.641
KY000080	167.034
KY073123	154.938
KX827371	40.751
KX827370	40.093
KX827369	41.087
KX827368	39.804
KY073228	92.338
KY022433	88.973
KU595434	41.865
KU595433	44.262
KU595432	43.851
KJ019165	179.208
KJ019164	179.177
KJ019163	171.179
KJ019162	179.254
KJ019161	172.684
KJ019160	179.21
KJ019159	225.436
KJ019158	171.292
KJ019157	171.292
KJ019156	189.418
KJ019155	221.967
KJ019154	172.681
KJ019153	171.166
KJ019152	221.396
KJ019151	224.313
KJ019150	226.536
KJ019149	222.893
KJ019148	215.097
KJ019147	222.322
KJ019146	225.418
KJ019145	225.175
KJ019144	214.751
KJ019143	224.502
KJ019142	222.619
KJ019141	222.089
KJ019140	179.115
KJ019139	179.208
KJ019138	171.295
KJ019137	171.289
KJ019136	179.11
KJ019135	171.274
KJ019134	172.688
KJ019133	172.874
KJ019132	172.261
KJ019131	179.111
KJ019130	179.204
KJ019129	179.142
KJ019128	176.14
KJ019127	179.192
KJ019126	179.203
KJ019125	179.206
KJ019124	179.26
KJ019123	219.936
KJ019122	171.285
KJ019121	179.109
KJ019120	179.13
KJ019119	179.165
KJ019118	179.203
KJ019117	179.155
KJ019116	170.403
KJ019115	179.043
KJ019114	171.192
KJ019113	179.254
KJ019112	179.206
KJ019111	221.929
KJ019110	172.688
KJ019109	172.688
KJ019108	172.688
KJ019107	217.673
KJ019106	223.389
KJ019105	215.432
KJ019104	172.688
KJ019102	224.791
KJ019101	216.994
KJ019100	216.273
KJ019099	218.152
KJ019098	222.767
KJ019097	221.746
KJ019096	219.775
KJ019095	222.709
KJ019094	189.421
KJ019093	222.009
KJ019092	224.378
KJ019090	224.948
KJ019089	192.117
KJ019088	171.276
KJ019087	171.238
KJ019086	226.849
KJ019085	222.326
KJ019084	171.183
KJ019083	179.11
KJ019082	190.768
KJ019081	171.192
KJ019080	178.897
KJ019079	179.111
KJ019078	179.107
KJ019077	179.209
KJ019076	172.372
KJ019075	179.101
KJ019074	179.204
KJ019073	178.993
KJ019072	179.116
KJ019071	174.885
KJ019070	179.254
KJ019069	192.108
KJ019068	171.231
KJ019067	171.192
KJ019066	215.767
KJ019065	171.179
KJ019064	175.64
KJ019063	173.725
KJ019062	179.323
KJ019061	172.691
KJ019060	172.688
KJ019059	228.143
KJ019057	179.11
KJ019056	179.142
KJ019055	171.294
KJ019054	189.418
KJ019053	225.391
KJ019051	172.688
KJ019050	179.207
KJ019049	172.688
KJ019048	178.873
KJ019047	179.095
KJ019046	179.208
KJ019045	226.158
KJ019044	172.681
KJ019043	172.688
KJ019042	172.686
KJ019041	172.802
KJ019040	154.99
KJ019039	171.296
KJ019038	171.073
KJ019037	225.059
KJ019036	179.107
KJ019035	158.3
KJ019034	179.206
KJ019033	171.035
KJ019032	179.233
KJ019031	179.11
KJ019030	171.279
KJ019029	179.2
KJ019028	179.116
KJ019027	176.034
KJ019026	171.282
KJ210330	17.869
KX982260	37.333
KX879752	37.27
KX828711	164.87
KX828710	50.552
KX815338	48.941
KT898134	60.012
KT898133	47.457
KT630644	29.733
KT630645	33.509
KT630646	33.509
KT630648	41.338
LN881738	41.318
KJ190158	139.02
KX712071	41.283
KX712070	40.395
KX237516	47.405
KX237515	51.099
KX237514	44.623
KX670789	56.189
KX774321	134.973
KX961632	161.643
KX961631	26.054
KX961630	164.911
KX961629	160.732
KU052488	79.099
KX156762	44.677
KX834009	75.728
KX774374	32.826
KX181651	7.19
LT546029	85.865
KJ024807	51.366
KX349327	175.117
KX349326	175.341
KX349325	174.137
KX349324	176.285
KX349322	174.142
KX349321	174.353
KX349320	174.352
KX349319	173.817
KX349318	174.785
KX349317	174.193
KX349316	174.353
KX349315	174.046
KX349314	174.351
KX349312	174.79
KX349311	176.183
KX349309	174.204
KX349308	175.19
KX349307	173.821
KX349306	180.111
KX349305	179.559
KX349304	179.56
KX349303	180.78
KX349302	179.558
KX349301	179.558
KX349300	179.565
KX349299	179.558
KX349298	179.558
KX349297	193.281
KX349296	197.625
KX349295	192.972
KX349294	197.45
KX349293	197.868
KX349292	193.001
KX349291	197.629
KX349290	170.397
KX349289	171.216
KX349288	169.803
KX349287	170.397
KX349286	169.483
KX349285	171.77
KX349284	175.334
KX349283	175.247
KX349282	175.448
KX349281	175.44
KX349280	175.307
KX349279	175.436
KX349278	175.312
KX349277	175.309
KX349276	175.432
KX349275	175.261
KX349274	175.648
KX349273	175.311
KX349272	175.431
KX349271	175.439
KX349270	175.438
KX349269	175.435
KX349268	175.437
KX349267	175.435
KX349266	174.272
KX349265	175.425
KX349264	175.434
KX349263	175.444
KX349262	175.145
KX349261	174.895
KX349260	175.436
KX349259	174.273
KX349258	175.429
KX349257	175.432
KX349256	175.435
KX349255	175.381
KX349254	175.441
KX349253	175.438
KX349252	175.424
KX349251	175.433
KX349250	175.438
KX349249	175.436
KX349248	174.268
KX349247	175.437
KX349246	175.455
KX349245	175.423
KX349244	175.441
KX349243	175.442
KX349242	175.44
KX349241	175.439
KX349240	174.265
KX349239	175.434
KX349238	175.433
KX349237	175.34
KX349236	174.281
KX349235	175.44
KX349234	175.083
KX349233	175.447
KX349232	175.432
KX349231	175.439
KX349230	175.777
KX349229	175.083
KX349228	175.431
KX349227	175.432
KX349226	175.41
KU686213	214.214
KU686212	216.121
KU686211	186.386
KU686210	185.102
KU686209	172.345
KU686208	172.395
KU686207	172.23
KU686206	174.83
KU686205	174.659
KU686204	174.812
KU686203	172.342
KU686202	191.615
KU686201	191.983
KU686200	191.937
KU686199	198.19
KU686198	197.8
KU686197	197.843
KU686196	197.533
KU686195	197.534
KU686194	197.263
KU686193	197.533
KU686192	197.539
KT070866	80.647
KF279412	69.309
KX591654	40.765
KX656785	87.308
KX879627	134.073
KX856662	43.557
KX190835	34.986
KX190833	50.74
KX190832	26.471
KT372714	34.979
KF279416	53.693
KF279413	69.306
KF279411	70.236
KC862300	93.147
JX887877	36.932
JQ698665	53.972
KX534337	60.042
KX467643	39.399
KU927497	125.114
KT852578	35.838
KJ002054	54.791
HQ918180	174.413
GU295964	174.436
KX550065	37.631
KX507046	129.756
KX507045	40.823
LT614807	171.975
KX344510	11.648
KU927493	77.375
KX607102	61.783
KX607101	57.9
KX236333	134.927
KX456213	36.202
KX456212	33.035
KX456211	32.409
KX456210	34.084
KX456209	34.117
KX456208	33.44
KX456207	31.987
KX456206	34.396
KU884565	43.266
KU884564	43.223
KU884563	43.49
KU884562	43.733
KU884561	43.265
KX229736	131.095
KX523699	47.564
KX712143	32.995
KX284704	37.933
KR131750	41.17
KT990215	40.47
KU760857	103.445
KX009778	170.788
KX557277	44.929
KX397373	243.953
KX397372	229.501
KX397371	241.05
KX397370	241.654
KX397369	246.39
KX397367	223.935
KX397366	244.84
KX397365	241.147
KU927500	59.518
KJ748011	39.093
KT809302	31.314
LT603033	348.043
LN997803	38.594
KX522565	65.653
KX397368	240.761
AY150271	39.672
KT381865	38.868
KT381864	39.591
KX534341	44.899
KX534340	29.238
KX534339	45.206
KX534338	41.942
KX534336	44.513
KX534335	45.206
KX365748	39.949
KX365747	42.685
KX077179	38.773
KU847400	154.012
LT546030	86.524
KU599889	39.29
KU599888	43.226
KU599887	46.575
KU599886	89.937
KU599885	42.696
KU599884	42.702
KU599883	42.696
KU599882	42.894
KU599881	42.82
KU599880	42.696
KU599879	88.421
KU599878	89.01
KU599877	88.994
KT881477	41.768
KT336321	57.638
KT336320	53.802
EU982300	22.689
AY616033	47.399
AY569307	17.663
AY539836	36.748
AY328853	47.537
AY328852	49.575
KX349902	162.151
KX458241	40.008
KU981050	33.697
JN132397	132.662
JN600960	39.646
JF719731	5.577
JF719730	5.577
JF719729	5.577
JF773396	38.552
HQ728265	39.282
JF412302	54.466
JF412301	11.444
JF412300	13.119
JF412299	10.05
JF412297	48.954
HQ641342	38.983
HQ268735	56.506
HM596271	38.709
GU071100	47.055
GQ422451	41.136
GU942563	17.07
AF064539	46.375
GU071092	252.407
GQ153916	6.407
KX377933	87.662
KX349903	162.415
KX349901	24.32
KX349900	26.504
KX349899	25.908
KX227760	43.773
KX227759	48.709
KX227758	48.055
KX227757	43.223
KX190834	37.385
KU848187	35.068
KU848186	41.005
KX245890	180.219
KU708005	16.812
KU708004	55.06
KT870145	146.135
KU867307	159.878
KX266637	5.577
KX266636	5.577
KX266635	5.577
KX266634	5.577
KX266633	5.577
KX266632	5.577
KX266631	5.577
KX266630	5.577
KX266629	5.577
KX266628	5.577
KX266627	5.577
KX266626	5.577
KX266625	5.577
KX266624	5.577
KX266623	5.577
KX266622	5.577
KX266621	5.577
KX266620	5.577
KX266619	5.577
KX266618	5.577
KX266617	5.577
KX266616	5.577
KX266615	5.577
KX266614	5.577
KX266613	5.577
KX266612	5.577
KX266611	5.577
KX266610	5.577
KX266609	5.577
KX266608	5.577
KX266607	5.577
KX266606	5.577
KX266605	5.577
KX266604	5.577
KX266603	5.577
KX266602	5.577
KX266601	5.577
KX266600	5.577
KX266599	5.577
KX266598	5.577
KX266597	5.577
KX266596	5.577
KX266595	5.577
KX266594	5.577
KX266593	5.577
KX266592	5.577
KX266591	5.577
KX266590	5.577
KX266589	5.577
KX266588	5.577
KX266587	5.577
KX266586	5.577
KX266585	5.577
KX266584	5.577
KX266583	5.577
KX266582	5.577
KX266581	5.577
KX266580	5.577
KX266579	5.577
KX266578	5.577
KX266577	5.577
KX266576	5.577
KX266575	5.577
KX266574	5.577
KX266573	5.577
KX266572	5.577
KX266571	5.577
KX266570	5.577
KX266569	5.577
KX266568	5.577
KX266567	5.577
KX266566	5.577
KX266565	5.577
KX266564	5.577
KX266563	5.577
KX266562	5.577
KX266561	5.577
KX266560	5.577
KX266559	5.577
KX266558	5.577
KX266557	5.577
KX266556	5.577
KX266555	5.577
KX266554	5.577
KX266553	5.577
KX266552	5.577
KX266551	5.577
KX266550	5.577
KX266549	5.577
KX266548	5.577
KX266547	5.577
KX266546	5.577
KX266545	5.577
KX266544	5.577
KX266543	5.577
KX266542	5.577
KX266541	5.577
KX266540	5.577
KX266539	5.577
KX266538	5.577
KX266537	5.577
KX266536	5.577
KX266535	5.577
KX266534	5.577
KX266533	5.577
KX266532	5.577
KX266531	5.577
KX266530	5.577
KX266529	5.577
KX266528	5.577
KX266527	5.577
KX266526	5.577
KX266525	5.577
KX266524	5.577
KX266523	5.577
KX266522	5.577
KX266521	5.577
KX266520	5.577
KX266519	5.577
KX266518	5.577
KX266517	5.577
KX266516	5.577
KX266515	5.577
KX266514	5.577
KX266513	5.577
KX266512	5.577
KX266511	5.577
KX266510	5.577
KX266509	5.577
KX266508	5.577
KX266507	5.577
KX266506	5.577
KX266505	5.577
KX266504	5.577
KX266503	5.577
KX266502	5.577
KX266501	5.577
KX266500	5.577
KX266499	5.577
KX266498	5.577
KX266497	5.577
KX266496	5.577
KX266495	5.577
KX266494	5.577
KX266493	5.577
KX266492	5.577
KX266491	5.577
KX266490	5.577
KX266489	5.577
KX266488	5.577
KX266487	5.577
KX266486	5.577
KX266485	5.577
KX266484	5.577
KX266483	5.577
KX266482	5.577
KX266481	5.577
KX266480	5.577
KX266479	5.577
KX266478	5.577
KX266477	5.577
KX266476	5.577
KX266475	5.577
KX266474	5.577
KX266473	5.577
KX266472	5.577
KX266471	5.577
KX266470	5.577
KX266469	5.577
KX266468	5.577
KX266467	5.577
KX266466	5.577
KX266465	5.577
KX266464	5.577
KX266463	5.577
KX266462	5.577
KX266461	5.577
KX266460	5.577
KX266459	5.577
KX266458	5.577
KX266457	5.577
KX266456	5.577
KX266455	5.577
KX266454	5.577
KX266453	5.577
KX266452	5.577
KX266451	5.577
KX266450	5.577
KX266449	5.577
KX266448	5.577
KX266447	5.577
KX266446	5.577
KX266445	5.577
KX266444	5.577
KX266443	5.577
KX266442	5.577
KX266441	5.577
KX266440	5.577
KX266439	5.577
KX266438	5.577
KX266437	5.577
KX266436	5.577
KX266435	5.577
KX266434	5.577
KX266433	5.577
KX266432	5.577
KX266431	5.577
KX266430	5.577
KX266429	5.577
KX266428	5.577
KX266427	5.577
KX266426	5.577
KX266425	5.577
KX266424	5.577
KX266423	5.577
KX266422	5.577
KX266421	5.577
KX266420	5.577
KX266419	5.577
KX266418	5.577
KX266417	5.577
KX266416	5.577
KX266415	5.577
KX266414	5.577
KX266413	5.577
KX266412	5.577
KX266411	5.577
KX266410	5.577
KX266409	5.577
KX266408	5.577
KX266407	5.577
KX266406	5.577
KX266405	5.577
KX266404	5.577
KX266403	5.577
KX266402	5.577
KX266401	5.577
KX266400	5.577
KX266399	5.577
KX266398	5.577
KX266397	5.577
KX266396	5.577
KX266395	5.577
KX266394	5.577
KX266393	5.577
KX266392	5.577
KX266391	5.577
KX266390	5.577
KX266389	5.577
KX266388	5.577
KX266387	5.577
KX266386	5.577
KX266385	5.577
KX266384	5.577
KX266383	5.577
KX266382	5.577
KX266381	5.577
KX266380	5.577
KX266379	5.577
KX266378	5.577
KX266377	5.577
KX266376	5.577
KX266375	5.577
KX266374	5.577
KX266373	5.577
KX266372	5.577
KX266371	5.577
KX266370	5.577
KX266369	5.577
KX266368	5.577
KX266367	5.577
KX266366	5.577
KX266365	5.577
KX266364	5.577
KX266363	5.577
KX266362	5.577
KX266361	5.577
KX266360	5.577
KX266359	5.577
KX266358	5.577
KX266357	5.577
KX266356	5.577
KX266355	5.577
KX266354	5.577
KX266353	5.577
KX266352	5.577
KX266351	5.577
KX266350	5.577
KX266349	5.577
KX266348	5.577
KX266347	5.577
KX266346	5.577
KX266345	5.577
KX266344	5.577
KX266343	5.577
KX266342	5.577
KX266341	5.577
KX266340	5.577
KX266339	5.577
KX266338	5.577
KX266337	5.577
KX266336	5.577
KX266335	5.577
KX266334	5.577
KX266333	5.577
KX266332	5.577
KX266331	5.577
KX266330	5.577
KX266329	5.577
KX266328	5.577
KX266327	5.577
KX266326	5.577
KX266325	5.577
KX266324	5.577
KX266323	5.577
KX266322	5.577
KX266321	5.577
KX266320	5.577
KX266319	5.577
KX266318	5.577
KX266317	5.577
KX266316	5.577
KX266315	5.577
KX266314	5.577
KX266313	5.577
KX266312	5.577
KX266311	5.577
KX266310	5.577
KX266309	5.577
KX266308	5.577
KX266307	5.577
KX266306	5.577
KX266305	5.577
KX266304	5.577
KX266303	5.577
KX266302	5.577
KX266301	5.577
KX266300	5.577
KU687351	39.832
KU687350	39.274
KU687349	39.444
KU687348	39.158
KU687347	39.434
KT932701	38.886
KT932699	58
KM879463	71.2
KX196154	42.279
KX211991	42.201
KX198615	82.196
KX198614	59.742
KX198612	43.277
KM366100	17.641
KX130865	169.621
KX130864	166.634
KX130862	168.993
KX130861	170.65
KX130727	171.598
KX130726	38.89
KX245013	41.224
KX245012	157.855
KR704915	5.016
KR704914	5.184
KR704913	4.851
KX373692	22.35
KX373691	22.157
KX373690	22.251
KX373689	22.179
KX373688	21.697
KX373687	22.24
KX373686	22.884
KX373685	22.825
KP994390	72.192
KU682439	168.489
LN898172	39.593
LN610582	84.759
LN610581	86.668
LN610576	83.598
LN610573	86.246
HG962376	43.056
HG962375	72.028
KU204984	57.599
KT287080	40.491
KR905068	34.155
KR905070	34.176
KR905069	39.399
KR905067	38.751
KR905066	39.474
JX094500	223.989
KX078569	163.201
KX078568	39.616
KX130668	51.802
KU927499	39.235
KU927498	42.134
KU927496	42.126
KU927495	42.428
KU927494	40.443
KU927492	42.154
KU927491	42.85
KU521356	279.593
KU234533	68.304
KU234532	64.96
KU678392	32.649
KU678391	32.813
KU678390	33.105
KU678389	32.729
KU577463	157.501
KT716399	55.349
KT734862	62.181
KR997933	69.377
KU948710	72.697
KU885990	76.298
KU885989	72.674
KU885988	76.466
KP090454	40.477
KP090453	40.829
KR698074	135.4
KR422353	103.737
KR422352	168.771
KT253150	36.081
KR935217	35.985
KR935216	36.065
KR935215	44.194
KR935213	44.496
KF626667	43.94
KF626666	43.869
AP014629	43.129
KC688701	43.153
KX066068	40.556
KX017521	114.18
KX017520	45.342
KU992911	17.861
KU984980	39.64
KU984979	38.071
KU504502	33.133
KT895374	255.569
KU878088	251.042
KR060090	33.399
KX058879	33.108
KR296686	41.733
KR296687	41.803
KR296688	41.783
KR296689	55.391
KR296690	41.085
KR296691	60.216
KR296692	156.833
KR296694	63.263
KR091942	33.133
KP881332	133.798
KJ746502	54.506
KU892558	40.273
KR052143	94.555
KR052142	72.979
KP085586	50.109
JN225449	87.603
KU878969	168.929
KU878968	169.936
KX129925	58.566
LC102730	66.257
LC102729	63.56
GQ422450	41.809
AB775549	41.386
AB775548	43.564
KT780304	18.609
KM242061	38.81
KU194206	49.628
KU194205	50.298
KT876726	89.748
KT876725	42.696
KT876724	88.308
KT339321	40.57
KP671755	248.088
KC862299	88.097
KU253712	165.868
KT725776	44.696
KU998256	17.118
KU998255	17.119
KU998245	93.577
KU998233	55.524
KR053196	56.212
KR053195	41.207
KR053194	49.979
KR233165	167.552
KR233164	111.325
KR269720	168.758
KR269719	50.934
KR269718	170.77
LN889993	48.214
LN889992	48.452
LN889991	48.452
LN889756	40.466
KU867876	165.772
KU878967	42.418
KU951147	41.867
KU951146	41.865
KX015771	49.178
KX015770	49.167
KR029087	69.171
KR029086	69.11
KT160311	50.364
KF188409	36.969
KT321315	175.814
KU737352	162.375
KU737351	161.929
KU737349	161.552
KU737348	163.345
KU737347	164.443
KU737346	162.865
KU737345	164.227
KU737344	163.041
KU963261	50.636
KU963248	98.136
KU958700	34.742
AP014927	222.888
AP014693	223.932
KU598975	43.293
KR902987	29.704
KR902986	29.786
KR902985	29.488
KR902984	29.551
KR902983	29.609
KR902982	29.428
KR902981	29.581
KR902980	29.526
KR902979	29.602
KR902978	29.605
KP064094	59.67
KP836356	50.307
JQ015307	142.349
JF712866	39.422
KU726251	239.461
KU831549	18.379
KU130131	92.095
KU130130	93.385
KU130129	92.816
KU130128	92.068
KU130127	92.466
KU130126	90.552
KU198331	66.063
KM209320	150.933
KM209294	12.099
KM209271	27.033
KM209270	129.65
LN881737	167.299
LN881726	167.298
LN881725	61.235
LN881736	167.467
LN881735	136.898
LN881734	167.298
LN881733	167.467
LN881732	167.124
LN881731	44.515
LN881730	43.9
LN881729	167.298
LN881728	167.467
LN881727	136.896
KP836355	53.412
KC357596	8.555
EU330206	77.554
KU728633	77.832
KU665491	58.951
KU640380	138.081
KU666550	43.267
KU761955	93.129
KU743887	42.351
KT755656	54.439
KM501444	164.999
KM366099	52.437
KM366098	60.606
KM366097	43.602
KM366096	39.696
KR054033	66.111
KR054032	72.378
KR054031	42.508
KR054030	66.103
KR054029	45.673
KR054028	65.867
KT008108	39.21
KT736033	93.879
KT337359	31.936
KT337362	35.788
KT337364	32.821
KT337339	41.105
KT337340	41.887
KT337341	42.927
KT337342	34.563
KT337352	41.807
KT337354	40.498
KT337355	41.063
KT337356	42.186
KT337358	37.395
KT337365	33.181
KT337370	33.477
KU310944	45.417
KU310943	50.183
KU535860	50.509
KU594607	192.999
KU594606	194.437
KU594605	174.307
KT361657	45.653
KT361656	45.653
KT361655	44.256
KT361654	45.653
KT361653	44.172
KT361652	41.149
KT361651	44.249
KT361650	37.994
KT361649	37.995
KP313532	45.045
KU522583	146.647
KP793119	31.805
KP793111	29.984
KP793135	31.561
KP793134	30.116
KP793133	28.983
KP793132	32.682
KP793131	32.27
KP793130	32.15
KP793129	31.901
KP793128	31.869
KP793127	31.631
KP793126	31.498
KP793125	31.495
KP793124	31.379
KP793123	31.375
KP793122	31.181
KP793121	31.033
KP793120	30.882
KP793118	30.811
KP793117	30.594
KP793116	30.577
KP793115	30.532
KP793114	30.463
KP793113	30.389
KP793112	30.178
KP793110	29.416
KP793109	29.032
KP793108	29.026
KP793107	28.833
KP793106	28.873
KP793105	28.811
KP793104	28.785
KP793103	28.437
KP793102	28.349
KP793101	28.764
KT337360	28.706
KJ628499	104.906
KC595513	138.877
KC595512	137.918
KC595511	82.008
KT321317	72.825
KT724718	46.877
KU645528	70.812
KU298437	60.897
KU497559	93.754
KU199710	49.033
KU199709	36.629
KU199708	36.938
KU199707	36.436
HG813241	38.966
KT344895	43.012
FN436268	55.653
LC121084	167.619
AY078382	45.503
KT345706	80.578
KP340288	65.994
KP340287	66.381
KP343639	38.731
KU160664	59.807
KU160654	60.005
KU160646	58.279
KT887559	32.637
KT887558	41.871
KT887557	57.218
KU160496	38.975
KU160495	30.924
KU160494	199.912
KU255730	121.442
LN913017	40.346
LN907801	37.087
KU052038	10.126
KU052037	52.291
KR072689	38.261
KC900378	64.746
KC821634	54.016
KC821633	72.369
KC821632	145.865
KC821631	6.478
KC821630	54.427
KC821629	54.012
KC821628	6.478
KC821627	38.476
KC821626	28.76
KC821625	76.666
KC821624	100.418
KC821623	6.478
KC821622	72.961
KC821621	78.275
KC821620	71.443
KC821619	39.189
KC821618	53.664
KC821617	38.776
KC821616	54.566
KC821615	39.151
KC821614	72.534
KC821613	39.148
KC821612	72.529
KC821611	34.844
KC821610	54.015
KC821609	145.343
KC821608	75.994
KC821607	57.447
KC821606	6.453
KC821604	78.269
KC758116	61.818
KU183006	41.31
KU297675	93.464
LC105990	64.415
LC105989	64.415
LC105988	64.415
LC105987	64.415
KT381879	44.974
KF188410	33.996
KP861230	47.575
KM979355	108.418
KP792623	36.315
KC310806	46.237
KC310805	45.218
KC310804	44.147
KC310803	45.871
KC310802	46.547
KM896878	44.613
LN889995	40.242
KT968832	37.714
KT968831	60.919
KT964103	44.203
KT962247	145.343
KT962246	145.865
KT962245	145.865
KU064779	41.149
KT970646	46.635
KT970645	41.486
KJ716334	40.592
KC969441	42.519
KF766125	60.875
KT962832	41.72
KT967075	41.999
KR709303	42.309
KR709302	41.898
KR093656	30.958
KR093655	30.974
KR093654	30.974
KR093653	34.549
KR093652	54.84
KR093651	41.487
KR093650	37.967
KR093649	41.268
KR093648	39.29
KR093647	34.758
KR093646	40.408
KR093645	23.41
KR093644	23.629
KR093643	36.471
KR093642	51.889
KR093641	60.303
KR093640	46.782
KR093639	46.083
KR093638	17.422
KR093637	34.664
KR093636	26.845
KR093635	25.085
KR093634	24.841
KR093633	36.406
KR093632	40.71
KR093631	42.027
KR093630	54.619
KR093629	47.875
KR093628	42.819
KR093627	31.332
KR093626	40.578
KR093625	40.551
KJ749827	45.403
LN887844	98.765
HG803185	60.896
HG803184	60.896
HG803183	60.896
HG803182	60.896
KP881232	149.218
KT372698	65.762
KT372697	66.278
KT372696	65.762
KT372695	65.762
KT372694	66.283
KT372693	65.762
KT372692	65.762
KT372691	65.795
KT372690	65.917
KT932418	134.742
KT728931	5.712
KT728930	5.215
HQ832595	91.715
KT934943	142.987
KT934381	29.407
KT852574	39.235
KT151958	52.992
KT151959	134.27
KT207918	162.252
KT307976	167.431
KT151957	130.482
KT151956	52.955
KT151955	126.341
KT388103	40.938
KT388102	41.563
KP211958	188.632
KJ676859	159.492
KP063902	39.873
KP063903	39.861
KT254133	65.76
KT254132	65.763
KT254131	65.908
KT254130	65.762
KT588074	41.496
KT825490	47.319
KT367887	48.493
KT367886	43.963
KT367885	40.114
KT804923	94.109
KP282680	34.783
KP282679	40.86
KR011061	55.748
KJ081346	159.071
HG792105	61.465
HG792104	61.566
HG792102	60.941
KR136260	49.847
KR136259	48.689
JX194239	136.326
KR270151	41.868
KT001919	176.055
KT001918	176.081
KT001917	135.391
KT001916	90
KT001915	172.733
KT001914	85.138
KT001913	80.297
KT001912	40.001
LN887948	111.751
KT429161	40.67
KT429160	127.726
LN828717	186.736
KP282678	51.711
KP282677	64.323
KP282676	19.351
KP282675	29.763
KP282674	28.489
KP282673	22.613
KT021004	60.284
KP238129	50.918
KM209228	152.308
JQ067087	59.878
JQ067089	55.108
JQ067092	43.225
JQ067093	58.637
KM083128	63.334
KR063268	5.087
KR063267	5.714
KR869157	66.158
KT339177	24.847
KP682391	61.388
KP682376	61.388
KP682392	65.334
KP682390	62.708
KP682389	65.334
KP682388	62.708
KP682387	62.708
KP682386	64.021
KP682385	62.708
KP682384	62.708
KP682383	62.708
KP682382	62.708
KP682381	61.292
KP682380	64.021
KP682379	62.708
KP682378	62.708
KP682377	62.708
KP682375	62.708
KP682374	63.584
KP682373	62.708
KP682372	62.708
KP682371	63.569
KJ959591	39.673
AB063393	19.604
KR153145	31.075
AY048850	16.341
KF279417	76.586
KT388093	33.9
KT626446	38.663
KT588072	42.265
KT319626	10.61
KT319620	10.387
KT319607	15.899
KT319602	14.414
KT381880	178.182
